'2017-11-0800:00:00',INSERT INTO occupancy VALUES ('0007f9c5-a0f0-438b-90bd-64709f3d7e4f', '4100_3', 60, '2017-11-08 00:00:00', 'vSensor2');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('2114b417-e35d-4a41-abca-32accda607e5', 86, 1393, '2017-11-08 00:18:00', '77fc3254_3485_4741_9afe_fba9c3580209');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('22c57e5c-df19-45a1-ac6c-9d68ec0ecdc4', 47, 3415, '2017-11-08 00:18:00', '15f72505_8b05_4b9f_a9c5_fe87f3a31998');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('248026cf-b894-4bd2-89cf-33c122482d5e', 49, 2093, '2017-11-08 00:18:00', 'eab74c7a_4909_4386_9723_86da16033d56');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('248cb197-d0ac-4bde-a0ba-d3b71feb2b78', 60, 3301, '2017-11-08 00:18:00', '5251d555_9297_47a8_bae6_656dbcc8eea1');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('25a974f4-3b66-4a9f-aee2-5a2a90254292', 70, 3067, '2017-11-08 00:18:00', '5bf04eb0_b0af_4b9e_aedf_94a9cce80006');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('2638b61f-aef8-4f83-9970-aaae4491644e', 38, 3318, '2017-11-08 00:18:00', 'a5ad9550_2eca_4986_a63a_fe94f4eea88e');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('2958e373-21d9-4603-a968-e27be824aba3', 75, 1718, '2017-11-08 00:18:00', '8ee43aab_38f4_40e6_9e5d_296b209a514c');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('297e94b0-d404-4d2c-b2a3-f8fd5d9954de', 40, 633, '2017-11-08 00:18:00', 'caeb63ea_c89c_4c4a_ae14_647c26b553d6');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('2adee8c6-552c-48bf-977f-3fff89850bde', 78, 1647, '2017-11-08 00:18:00', 'c249cb01_edd0_4e4c_813e_c68e8f5ec91b');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('2cc19d35-4bf6-41fa-90d5-8aca05d4164b', 69, 1828, '2017-11-08 00:18:00', 'c6b52d4a_45f1_4e86_9e97_2d947ea5cf99');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('2d43c9e2-012a-43c8-a515-48c18dc0cb23', 79, 1576, '2017-11-08 00:18:00', 'a403d972_752d_484b_aaeb_f6d4d2642c1f');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('2db84559-4765-407c-beaa-aefbbb9d6e40', 74, 2810, '2017-11-08 00:18:00', '3e068d1d_4a33_438a_8d61_32fc2d28a980');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('2e825456-4336-4073-8819-d9e0d3ba68f5', 65, 2854, '2017-11-08 00:18:00', 'c209ebc5_795c_498f_8d92_7a8f0d9e7a24');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('31427a70-1e91-49a7-a0cf-c584e7e5d72a', 23, 1755, '2017-11-08 00:18:00', '109c01e5_bb7b_47db_96db_ed0f41bcee99');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('31a437fa-ed97-44ee-8358-d48be71d5e36', 73, 2395, '2017-11-08 00:18:00', '59958902_f589_48ea_809b_e5a2bf2abbc3');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('31b6ceff-3359-4529-bbf2-f8b8047a59b2', 51, 2626, '2017-11-08 00:18:00', 'b87c0f60_31ef_445a_b702_14160919924a');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('3332aacf-1259-4322-a118-8b553161438b', 96, 1520, '2017-11-08 00:18:00', 'bcde136c_4091_436e_85cc_41faa96607ec');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('333dd494-5f6f-4f18-9b5d-a0028bdee23a', 92, 2184, '2017-11-08 00:18:00', 'bb28fa9f_90b8_4f6f_8ba0_d9648de8a59e');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('3733bc8f-712c-470f-9997-52a32269796a', 98, 901, '2017-11-08 00:18:00', '92afffeb_ba0c_45a2_a5ad_d7680874a87e');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('3a9a64d6-f20f-40eb-9652-693fe18e1eb2', 20, 2760, '2017-11-08 00:18:00', 'f3709a50_830e_4a93_b299_71e317876851');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('3b1cd768-0705-4d53-a1db-b8601daa6543', 50, 3339, '2017-11-08 00:18:00', '3d174622_1990_4938_8c9c_3e8a3b117c35');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('3faaaf7a-e555-4ad1-b4a5-4dee63d5b038', 19, 3315, '2017-11-08 00:18:00', '8919483e_2a9f_4407_9767_fed27ca7400b');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('40dedd5c-8dd7-4f8a-8b77-6f1e6c123a83', 94, 2365, '2017-11-08 00:18:00', 'b99701a9_2e7a_4d28_9eea_40401d4d8dd2');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('41d5b5fc-194e-44c9-888e-32adf4d50d7d', 16, 528, '2017-11-08 00:18:00', 'ecd3b114_9d77_4269_b9e8_ce089faaa626');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('437b1a49-599d-4b44-9766-79305731e107', 28, 2652, '2017-11-08 00:18:00', 'b9e5fa29_8152_4876_97ea_52f04219438f');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('45141e5d-ec64-4cf9-b296-2b04f4a0794c', 18, 3083, '2017-11-08 00:18:00', '974c0fb1_94c6_4cfa_a004_9a512f634683');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('4aa0a7d1-9818-4fae-95c1-d3c9d0359619', 5, 3290, '2017-11-08 00:18:00', 'fc04304d_442e_41db_89a9_6604cf482fcd');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('4bae63fb-d221-4a67-b67d-6c8087ebff51', 46, 1231, '2017-11-08 00:18:00', 'd70ff31d_15a0_447f_aeee_6c750964ed59');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('4c17971e-0365-4f8b-850d-7de29ced525e', 53, 2493, '2017-11-08 00:18:00', '78e5dac8_a0b3_45ee_8e90_1599de815fb0');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('4d56d90b-2760-4739-ba35-ba01e60b20a9', 74, 2918, '2017-11-08 00:18:00', '01649edb_222a_45c6_80d3_145cbd0ac3c5');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('4ed0caef-b047-4d55-8be8-6eeef6fdc35b', 30, 2884, '2017-11-08 00:18:00', '6c7297f3_2be7_45f8_8aca_f90d8ec5445f');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('4fd61100-3efc-461d-9864-4afb9acffbc2', 10, 651, '2017-11-08 00:18:00', '34f66290_2510_4d18_8750_a7460d26dcd2');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('521bba0d-749c-4034-9e1c-59c742010c42', 18, 3424, '2017-11-08 00:18:00', '16d89c10_95f0_442b_b54e_291d2b2385c1');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('526673fc-4fd0-431e-8389-30f8cbf33efd', 55, 1752, '2017-11-08 00:18:00', '24fd7f26_802b_448a_9fd4_2f729c56a233');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('569efa38-0960-4209-b55b-880c9b52d230', 63, 899, '2017-11-08 00:18:00', 'd2b9d283_ae1b_477c_91fb_9a2351a36e9a');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('57f4b588-f595-4bef-add4-89b39e89bd62', 8, 3057, '2017-11-08 00:18:00', 'f834b8a3_c880_48fb_8398_d032dec8ff31');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('584fa800-a8c2-4ad2-9623-46c752d876ca', 22, 1542, '2017-11-08 00:18:00', '63a3f080_e7dc_4a98_bc85_7cbe60bd62f0');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('58b90b54-9ae8-4850-8c4a-d528c04bbabc', 16, 2948, '2017-11-08 00:18:00', 'd0c8c47d_dc96_417e_b55e_5c928154579b');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('59c2d411-3081-4ec1-abfd-2e428bd4992a', 15, 2422, '2017-11-08 00:18:00', '651e4301_6254_4409_a08a_49249fd96100');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('59e67457-8124-4ba4-9118-969900b92139', 70, 1543, '2017-11-08 00:18:00', '40845329_a8c6_495b_acb1_7b2a1dfe9517');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('5a7a80ef-5a9c-450c-8194-e9269297b6cb', 94, 3292, '2017-11-08 00:18:00', 'c295b1ea_aa12_4b91_a275_99fb85d7d095');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('5e86f477-0e83-40ce-84a2-1ee2742f747e', 72, 2684, '2017-11-08 00:18:00', 'ea7db790_35f6_4f7f_9e1a_f3d24f1cb006');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('60883946-a6e7-409d-b34a-50bf5446771b', 49, 2204, '2017-11-08 00:18:00', '7abfb159_b7dc_41c8_b489_ee630f5ab1b6');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('608a4187-d227-44f9-a3b4-11c7c4e708ab', 45, 616, '2017-11-08 00:18:00', '5b6935c9_64aa_4bf0_b012_10103bc3401e');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('610dbf8f-c18b-4950-948a-57e361970221', 92, 622, '2017-11-08 00:18:00', '3aff5498_9615_4b84_b5ad_cf6548bf8e10');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('63fc136e-8d51-4293-ba97-67090b4e3292', 4, 457, '2017-11-08 00:18:00', 'b992199a_1e30_4cc4_813a_95cab0376b79');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('64206937-2705-4d5f-83a0-cedb0955d9be', 32, 1028, '2017-11-08 00:18:00', '5f20e40d_7f12_472e_a9eb_e423f9dd6647');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('67830d3f-41e2-4529-986c-2c6cc1a930a7', 55, 3585, '2017-11-08 00:18:00', '6d5da823_d31b_4880_a8fd_4887a8fb4812');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('67d0b929-3862-45f2-a017-79667c559f03', 71, 1704, '2017-11-08 00:18:00', '0f588ea6_23fb_4d6b_8983_d38ef37f23dc');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('68d946e9-4b84-465a-9e0b-13e2347577bf', 27, 1752, '2017-11-08 00:18:00', '380e451e_2a1a_41c0_99c2_7f7abf6c3d0b');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('69e6c395-53aa-4458-a8dc-8a93ce7799ba', 34, 1937, '2017-11-08 00:18:00', '6b9e2ab4_5d40_417d_bad1_bdb4db06b641');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('6b603cbc-e319-4089-b092-6c34605417b8', 85, 2138, '2017-11-08 00:18:00', 'b1d6b777_047e_4dea_b49a_49b499adcf08');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('6c14dbd5-9284-40e4-944b-063dba5c8d4c', 92, 2748, '2017-11-08 00:18:00', 'c06ede5b_29e8_4812_8abf_59da1958dfde');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('6c627e5d-9f86-4315-9af3-3072d80633ac', 99, 2826, '2017-11-08 00:18:00', '7ed58ebb_19d4_4c6d_a39d_11e8a341c642');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('6dc4891d-97dd-4842-b8b0-a05ba04ac058', 17, 3304, '2017-11-08 00:18:00', 'e6d218c0_5a1a_47fc_a5e3_c24e41971dea');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('6ec9e121-e869-44dd-bd06-5d7618e5a95b', 7, 70, '2017-11-08 00:18:00', 'd3a76cb7_92cc_4dd1_9c0b_f73af127e810');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('6f4e7759-47ff-4a33-8d3f-78f54b33f095', 88, 93, '2017-11-08 00:18:00', 'b6616ea0_0c1a_42f3_99b8_c72c8092320d');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('70b40c1c-d807-4431-9cfe-aa8c81a057a8', 62, 1455, '2017-11-08 00:18:00', '01ef6b2a_9ea9_4b0e_8584_ee5937d6d25e');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('725dca79-4f27-4b84-b35f-991a1ed14aff', 83, 2052, '2017-11-08 00:18:00', '68c1bd6f_2514_4d1b_bbda_029b0089d77a');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('740a340a-8855-4059-980e-cce91ca1669b', 28, 585, '2017-11-08 00:18:00', '8a543f0d_8200_4900_983e_38d7b0b5f8c9');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('7b638a08-cb8e-422e-8991-f583b84fff9b', 48, 97, '2017-11-08 00:18:00', 'f481269c_9af5_4639_ab61_54935baf4a82');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('7c0affa4-a9b1-4faf-8bcd-58f37256946a', 15, 1740, '2017-11-08 00:18:00', 'c1168e64_b235_49ae_9e96_a417c669448a');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('7f01f3dd-eb83-4596-8f91-0ca1dc7f1c4d', 44, 505, '2017-11-08 00:18:00', '25aceeb0_084b_44cf_82d3_72a0c4222eee');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('808c2cf1-329e-4bce-aa96-f26038924d9b', 81, 1949, '2017-11-08 00:18:00', 'dca5987c_1e62_410d_98d6_ad71c7aeaa97');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('81caaeb2-7460-4cf9-a25b-228ce2d9df03', 61, 2392, '2017-11-08 00:18:00', '8fa3abf4_8d5e_4c35_93cc_4bb44a386b85');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('858b6575-26a4-4e13-9ddb-835d0efb7e1b', 40, 1150, '2017-11-08 00:18:00', '63f018a7_6e4a_4c38_a594_d68bc584dd35');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('86c5707a-0c40-407e-b191-2594090cd0d3', 84, 2212, '2017-11-08 00:18:00', '03ccdcf1_cfe7_4a35_bbb6_de274dab5273');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('897446a0-4ecd-4dea-8457-75812d203fe4', 8, 1530, '2017-11-08 00:18:00', '3f562683_1a50_407c_8b02_4dbceb17a78b');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('8a01ed8b-1f26-4d8d-839d-26e2fd3aa72e', 47, 3232, '2017-11-08 00:18:00', 'c5773000_51e7_4e91_9a48_5672b7fd49e1');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('8a204f35-c88d-418e-83ef-86cdede89af9', 79, 774, '2017-11-08 00:18:00', 'ccd0cdbd_1256_476f_9ec1_55e3147627d3');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('8c1e7442-58ca-402a-9d39-42d54e12aa1e', 8, 3404, '2017-11-08 00:18:00', 'ca0b3fa8_c8ef_4bce_9707_56a3be0634ef');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('91500c91-faed-4b6f-b97a-db90652447ee', 75, 178, '2017-11-08 00:18:00', 'bb379da5_bba0_4cfd_9662_e64b43381d7d');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('9504dd82-6573-4ba7-9f6b-149a31765217', 22, 3192, '2017-11-08 00:18:00', 'd0cdfab8_4eaf_412a_8162_171dbe57c091');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('970b01a1-b086-4a30-934c-df6b7df0af9c', 35, 844, '2017-11-08 00:18:00', '17ffd3f6_397f_4374_a20b_e76d46dc2391');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('97223adf-1e02-4781-b9d7-29fe3b80f9e4', 62, 1400, '2017-11-08 00:18:00', '715e44a6_9a7f_4522_b88c_4b283e5999a6');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('9888b05f-73b2-4f94-9b3c-daeebc7fd0cf', 19, 1627, '2017-11-08 00:18:00', '913f531d_d181_4b15_9c27_10a6e6358ddb');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('98edaaac-7790-4c33-aa0b-6cc885909f61', 12, 1444, '2017-11-08 00:18:00', 'ca30dd17_405a_4915_9216_977cfde8b7f7');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('9ee811bc-2bcd-4f0f-8198-94a94f639723', 67, 2457, '2017-11-08 00:18:00', 'a79ace07_97ee_4523_83d8_e08267c46c3c');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('9f76515b-cbc1-4980-93bd-a51f17ab6df9', 18, 1050, '2017-11-08 00:18:00', '27e2e6c3_3fd6_4c6a_b949_73482d32e0f4');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('9fd3c574-1daa-4815-be02-88f260593e26', 89, 3526, '2017-11-08 00:18:00', '54b4912f_9760_4aa7_9b4d_12defa2b05ac');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('a0a6cfbf-cc63-4c7c-b2fd-fb5feae9ce5c', 99, 1346, '2017-11-08 00:18:00', '33df6e73_2104_471a_b622_733fb1f22bfd');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('a117f5d5-aac3-48f0-ac46-3c7a6e26d6c7', 75, 3108, '2017-11-08 00:18:00', '0d8283e8_3426_441c_afc0_6e79330775cd');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('a25e69d0-c9c5-4b47-b65b-f44b617c7b61', 94, 1353, '2017-11-08 00:18:00', 'd5bad82e_d24c_49f3_81c2_0145dce41d3b');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('a54e4c54-20cc-4687-b9d2-766abbf587a5', 42, 1683, '2017-11-08 00:18:00', '8af64514_fda9_44a8_829a_8f603e844516');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('ad0739da-8e91-45bc-bdcf-58642de6eec2', 84, 271, '2017-11-08 00:18:00', '68d3d4db_3805_4da7_b12c_50ed785c5d20');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('b2f989c2-05d7-445f-9907-68192b55b0aa', 64, 1049, '2017-11-08 00:18:00', 'f3cb57cd_7120_4197_bfb7_22335adc2f62');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('b33d7269-587e-45a3-a666-e0f94d0aeac1', 93, 1545, '2017-11-08 00:18:00', '0614e0d3_e724_4974_b825_47d7dfde4444');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('b3970bf7-0bb0-4ecf-a4db-95251f1a9d3e', 90, 2762, '2017-11-08 00:18:00', '628237c7_6810_4733_bcc0_68cd782251e1');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('b3996f0d-aac5-47dd-a137-90a78ae2b7e8', 59, 2435, '2017-11-08 00:18:00', 'a7ba25b2_3db9_4187_9471_0ec189db5121');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('b83d0c51-63ec-4bfd-8bf4-051c6459facd', 23, 797, '2017-11-08 00:18:00', 'f112bc33_be5f_4ff6_b676_410be73491cc');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('bb00942c-f88b-4674-82ad-8674aed8d4b1', 97, 2328, '2017-11-08 00:18:00', '30879f58_0bdd_4b73_9a48_6dd3b67de131');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('bb16062c-ad47-434e-8dfc-4b54cf3c8a63', 3, 2713, '2017-11-08 00:18:00', 'b0d59ddb_1c55_46d5_b4ec_c3ac67297de6');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('bbf3f9d7-85e2-44ab-aab7-36789767d3a2', 22, 277, '2017-11-08 00:18:00', '8e21531d_2df8_4f06_a79f_97b13ecf83f7');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('bd4cae69-55a4-4916-bcb0-a13fc65984fc', 45, 1808, '2017-11-08 00:18:00', 'ac497701_df61_454c_8d88_c03471ecb7f5');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('bdc27cf7-1804-4a5b-b600-eeadcc006367', 54, 605, '2017-11-08 00:18:00', '0e380700_9cc1_4ead_ab2c_a5aa704f2372');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c098911b-6c19-4f3a-b50d-6eb4b3b81474', 35, 1668, '2017-11-08 00:18:00', 'ce9b4055_15f0_4285_9a10_2dafb92af9f7');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c1d5462c-3575-4b55-96a7-83ccb921f263', 43, 498, '2017-11-08 00:18:00', 'd7cb7561_7933_4262_baa3_8a6ae6bf838d');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c31a24fe-a3d2-4d91-9f1b-bb7bc6e618cf', 36, 2283, '2017-11-08 00:18:00', '36fabaf3_c89e_4d23_87f7_1b5c7286e6c0');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c3c0f1c7-9dc1-4a56-b6f1-e0ec510916fa', 24, 62, '2017-11-08 00:18:00', 'fdd7d1e3_da6d_473f_bdae_5d04e0b6a108');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c3f4d9da-8f79-4e49-87d5-c687ce0db716', 68, 390, '2017-11-08 00:18:00', 'ba2aa445_23f9_4d02_9f11_433c07cbd33f');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c403bf19-3a96-4d6c-92d7-d54dfe274312', 20, 604, '2017-11-08 00:18:00', '12518b42_468f_4fa6_ae45_791547ca4953');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c4f12e4d-8c2a-4414-9226-3bc20c2c1c76', 90, 740, '2017-11-08 00:18:00', '5ba291bd_83b8_4c95_8ed6_ac75baffc614');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c5abcaf6-6df4-4d62-a5b0-5652981770f7', 80, 1793, '2017-11-08 00:18:00', '18cacf32_805c_4646_acad_dd13f4d29763');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c66e7caa-eca2-42f8-b4a2-793e8681087a', 39, 1533, '2017-11-08 00:18:00', 'fd96b558_98f5_4f90_b889_59bb276dbae8');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c6f6a477-61c6-4411-ac8e-8e6a56588da8', 87, 495, '2017-11-08 00:18:00', '31f9fe51_346a_4113_a7a1_27cf30da1704');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c76ec0f8-b7e7-4714-8d12-587eab01a6ee', 55, 3006, '2017-11-08 00:18:00', 'c9569229_32bb_4692_94a1_27c26be72a5d');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c8d84622-9339-4783-b0d6-c58512fa98d6', 89, 1020, '2017-11-08 00:18:00', 'b20bb317_67b1_46ad_beb3_8f286a14ea45');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c9405b15-e242-42a4-a8ec-7134fac90417', 96, 246, '2017-11-08 00:18:00', '70f035b6_0a53_4077_8e2a_fe1107ffe213');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('c97a630c-d709-4bc7-a14e-163e7b18cf9a', 12, 3428, '2017-11-08 00:18:00', '7cc3e7d4_9776_4584_a96b_06e83d56098a');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('cd5f0692-7789-4bde-9fe8-4fea74154e7e', 33, 1593, '2017-11-08 00:18:00', '5b649a67_2678_4a6c_947e_33a63e290934');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('ce42cdea-10b6-402b-be24-d7337dfe31dd', 94, 1100, '2017-11-08 00:18:00', '8d88f1b0_8f6f_4c9a_a748_176924f18f11');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('cf26e91e-a697-45ed-b04e-236c7f3433fb', 81, 3587, '2017-11-08 00:18:00', 'e6335c06_5945_42f5_9f73_0b93188e43f3');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('cf692573-ff84-4e67-a67d-46e2e4452a2f', 86, 3507, '2017-11-08 00:18:00', 'cb824f76_a222_4005_b4e9_79f48778a886');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('d0d8b2a2-d6b3-4fb9-8154-962f3ee0435d', 42, 3025, '2017-11-08 00:18:00', 'e40ad6be_f194_44a4_b2cb_4ae2a7785db7');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('d4ec68d0-0d9a-48ac-aecf-d2077a2d2d18', 73, 2971, '2017-11-08 00:18:00', '30f4b913_cf7f_4d43_a552_3d14b4aa0365');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('d5baeece-226d-4c79-9ca0-e70677565c1e', 51, 2434, '2017-11-08 00:18:00', '03b106f5_7aa8_4b16_b983_157dd0d7375e');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('d5d3fac0-814e-4c55-976f-4a8a1849e793', 5, 1136, '2017-11-08 00:18:00', '8876f327_6d51_43f0_a922_63dc01745d3c');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('d5daec79-5fbb-419a-a06c-654595ae4102', 33, 1456, '2017-11-08 00:18:00', '6f1fa964_27f4_4302_981d_011e189a9f6d');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('d763e67c-f13e-4ffe-a8e0-9cfcf911d9f6', 48, 1400, '2017-11-08 00:18:00', '5943bd26_7638_4723_bc08_c487641f4e39');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('d82f1bc4-546c-46b5-8efb-065a1ad8cc31', 8, 3466, '2017-11-08 00:18:00', '84a3ae4b_212d_4bf1_9924_79fc62fe76ca');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('db4de0c8-430c-4c32-bce1-c7f41b134e27', 50, 1440, '2017-11-08 00:18:00', 'fbca95a3_6ea9_4dab_997c_c69879f17270');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('dc94aa79-f91c-4d9b-a577-fcaf4c27bc37', 46, 1584, '2017-11-08 00:18:00', '9f7c6935_2be1_46e7_be10_7609a274c2cc');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('e2626113-ebbe-4bb7-9f5d-87427ee677dc', 83, 1557, '2017-11-08 00:18:00', 'd2559714_17e0_4bcd_8382_565985171d0f');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('e407b1f8-cb27-46ab-99f7-2ae67c502220', 48, 277, '2017-11-08 00:18:00', '2cb8e596_f31e_4e50_94a6_2f807d4336e8');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('e4fbc6f6-567e-41d0-917f-affeddeb5672', 7, 1598, '2017-11-08 00:18:00', '3a645823_4857_4371_9faf_4d1ac78fbb93');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('e56b6d84-3c34-493d-a5fe-2809e27f3eef', 18, 388, '2017-11-08 00:18:00', '4e6b8a60_d726_408e_94c8_abde1fa69a14');
'2017-11-0800:18:00',INSERT INTO wemoobservation VALUES ('e5e84674-0d39-4a4a-8bda-bedefbaee42c', 22, 2953, '2017-11-08 00:18:00', '5e54b76d_2672_43f0_991f_451800c917ad');
